d_ate,Total Trade,Total Volume,Total Value in Taka (mn),Total Market Cap in Taka (mn),DSEX Index,DSES Index,DS30 Index
10/9/2019,102686,94358773,3209.165,3666747.375,4862.25907,1123.8547,1724.90799
10/7/2019,104919,104271288,3019.913,3692278.065,4894.31301,1131.37232,1739.48704
10/6/2019,99806,101461270,3072.201,3711726.002,4916.68557,1134.10924,1747.67875
10/3/2019,107136,126067143,3286.39,3727345.965,4937.8202,1136.36856,1755.23949
10/2/2019,104570,109518373,3460.346,3730439.639,4936.37185,1136.31618,1758.5056
10/1/2019,100234,105106105,3042.977,3737569.62,4949.39923,1140.21469,1759.75138
9/30/2019,136263,228242684,5957.872,3738541.752,4947.63949,1138.70273,1759.96614
9/29/2019,120300,123120629,3841.203,3759890.724,4975.73846,1149.54171,1767.98158
9/26/2019,115847,118483564,4117.395,3765321.82,4968.46905,1148.52289,1768.94669
9/25/2019,101593,105989383,3184.451,3750779.823,4951.73673,1145.7007,1766.71456
9/24/2019,114693,128237802,4056.353,3758708.315,4958.7206,1145.29816,1774.11367
9/23/2019,121841,142975202,5173.497,3791965,5000.23551,1158.15459,1789.97428
9/22/2019,97379,66617098,3047.255,3749527.327,4920.96723,1150.18196,1766.52539
9/19/2019,110807,97319904,3849.627,3689676.116,4855.98583,1123.2115,1735.93141
9/18/2019,118681,97689655,3715.377,3684674.27,4888.01587,1130.63369,1735.85641
9/17/2019,129167,104377815,4355.618,3710503.578,4928.98335,1146.97372,1751.81897
9/16/2019,118463,90515526,3888.058,3714312.194,4959.7308,1155.61579,1755.74923
9/15/2019,103483,76930475,3170.842,3695930.572,4942.23235,1154.24796,1738.93331
9/12/2019,131332,89614648,4051.005,3694090.672,4933.89438,1156.78983,1737.06558
9/11/2019,141825,128363126,5024.275,3696942.296,4933.17719,1155.491,1736.18887
9/9/2019,125427,95835124,4070.383,3747225.226,5008.96699,1169.50803,1758.11786
9/8/2019,115995,96934026,3716.139,3759623.749,5033.79806,1171.48201,1766.76164
9/5/2019,117069,110779302,4276.581,3745423.821,5013.01536,1167.07199,1758.20426
9/4/2019,119432,91813370,3755.131,3724686.824,4986.3703,1158.78012,1748.41951
9/3/2019,124021,90776756,3948.271,3743111.282,5007.05646,1167.13821,1759.11885
9/2/2019,134712,106478224,4429.043,3768385.339,5033.53733,1172.39638,1775.00717
9/1/2019,110047,80133432,3324.081,3794521.838,5070.68547,1178.36524,1791.43497
8/29/2019,118714,112706613,4029.18,3808457.201,5095.77666,1183.44326,1800.05557
8/28/2019,133766,112919462,4567.134,3833288.073,5139.99879,1192.54992,1817.71354
8/27/2019,128981,123725835,4677.557,3849181.414,5178.70421,1198.34593,1829.14469
8/26/2019,124206,131553729,4471.614,3831126.902,5165.76512,1193.05709,1819.6708
8/25/2019,133150,149064474,4689.9,3868191.76,5223.72719,1203.73373,1841.76635
8/22/2019,129554,165411333,4789.085,3884402.632,5236.85127,1206.84804,1850.01262
8/21/2019,135661,156781388,5425.506,3880541.959,5223.41434,1204.49147,1841.67179
8/20/2019,132175,128549447,4729.44,3887518.926,5227.49846,1204.75096,1845.54961
8/19/2019,136496,128599113,4853.627,3885274.64,5227.26593,1202.51279,1847.26074
8/18/2019,103320,90617337,3237.008,3875323.872,5216.53615,1197.56065,1841.79868
8/8/2019,100879,97915708,4105.63,3866263.138,5201.42055,1192.21845,1837.75247
8/7/2019,127674,129450144,4490.451,3852370.932,5187.2002,1189.97969,1836.99827
8/6/2019,145030,148183934,5687.679,3863471.66,5187.2926,1194.35411,1836.45195
8/5/2019,134714,126190050,4773.649,3846472.424,5160.37086,1189.68512,1826.68721
8/4/2019,133098,135731235,4638.567,3866342.208,5172.86418,1193.94181,1836.78718
8/1/2019,134114,142241102,4811.611,3861850.162,5169.73894,1192.18758,1838.50039
7/31/2019,126031,139380806,4476.045,3834777.04,5138.79025,1181.20397,1827.90553
7/30/2019,124450,139491350,4296.929,3824353.337,5125.02223,1177.19461,1826.91531
7/29/2019,133481,144559908,4377.722,3861777.423,5160.74927,1186.52733,1844.29571
7/28/2019,121344,154683115,4060.003,3847423.392,5133.9332,1176.4828,1839.54107
7/25/2019,122990,182675242,4679.301,3844672.432,5133.25526,1173.73016,1836.18914
7/24/2019,116107,167722237,3805.988,3794989.529,5077.28956,1160.81672,1816.70108
7/23/2019,105153,127723782,3170.666,3792424.004,5077.75156,1164.71992,1814.6229
7/22/2019,126695,166029605,4641.852,3729568.791,4966.44063,1139.15349,1776.14845
7/21/2019,114047,148618049,3686.418,3773154.207,5033.74656,1157.49234,1799.41597
7/18/2019,112974,142093445,3952.967,3822870.629,5130.69837,1176.14169,1829.57545
7/17/2019,95828,126609756,3096.018,3817695.71,5133.13578,1176.88664,1830.02987
7/16/2019,93450,96280623,2717.616,3812164.455,5124.44964,1175.2954,1829.48929
7/15/2019,97969,109468649,3060.653,3787404.224,5091.4849,1166.36892,1818.52569
7/14/2019,101895,126937153,3540.475,3858696.16,5179.49867,1190.75092,1853.28417
7/11/2019,107662,136365156,3510.83,3866144.938,5222.303,1194.60294,1857.7102
7/10/2019,119041,157252343,4088.819,3872816.053,5230.63076,1198.26547,1860.90379
7/9/2019,131255,199088204,5129.124,3908669.171,5280.04524,1207.49209,1875.52003
7/8/2019,118319,146926492,4246.601,3929339.331,5318.61546,1216.23898,1886.16107
7/7/2019,120067,172928750,4153.38,3942451.414,5333.08746,1221.46256,1890.3822
7/4/2019,129771,184260717,4875.336,3975643.943,5380.79351,1233.39373,1910.07508
7/3/2019,131744,135463918,5074.738,3970555.179,5372.21108,1233.97563,1909.66521
7/2/2019,128600,146238240,4827.11,3980801.927,5384.92563,1235.16457,1912.57953
6/30/2019,125561,129308115,4697.535,3998163.762,5421.6246,1244.68978,1929.09425
6/27/2019,124589,149010076,5173.548,4004578.21,5430.04907,1245.82753,1924.90873
6/26/2019,115299,114773794,4316.464,3993244.442,5410.70076,1241.92436,1911.55748
6/25/2019,116655,121649676,4533.81,3969062.57,5380.96162,1230.81287,1896.49282
6/24/2019,103450,124535009,3781.531,3966708.683,5379.15444,1230.04253,1893.82446
6/23/2019,99497,100480085,3382.015,3969878.116,5383.89601,1231.42959,1896.72157
6/20/2019,117880,133805891,4456.707,3978768.772,5395.62685,1233.27827,1894.39203
6/19/2019,139036,161701470,5540.434,3989477.602,5411.40471,1235.07802,1897.81241
6/18/2019,135455,175952370,5288.29,3984177.932,5400.23571,1232.28814,1895.10627
6/17/2019,150130,161170505,5352.784,3968570.677,5375.29135,1223.9971,1889.39299
6/16/2019,154668,151324069,5343.109,4003602.549,5430.8358,1235.409,1905.09352
6/13/2019,150245,175835887,5725.048,4021142.886,5474.30707,1244.06285,1918.73404
6/12/2019,130686,136778633,5226.393,4015994.093,5469.63073,1241.65145,1917.36454
6/11/2019,143033,148515663,5786.845,4022038.612,5475.98241,1244.54015,1921.83266
6/10/2019,119481,131139424,4848.922,3990651.501,5431.59562,1232.02215,1901.67378
6/9/2019,86791,90834125,3046.699,3967430.39,5402.96834,1220.07598,1889.03732
5/30/2019,104973,115315194,4250.072,3941642.198,5377.74607,1214.25823,1876.59621
5/29/2019,96415,101699310,3329.767,3919237.698,5354.19744,1212.20935,1868.26613
5/28/2019,99964,115005040,4031.337,3911556.992,5328.7635,1207.8365,1861.37165
5/27/2019,102947,119877034,3514.409,3853655.619,5253.54606,1189.08753,1828.30401
5/26/2019,98688,108624022,3289.116,3848022.99,5253.32831,1190.17596,1825.37787
5/23/2019,86867,116960844,3194.882,3858627.902,5250.59746,1192.89822,1832.81875
5/22/2019,87388,86110390,2905.446,3862943.443,5250.94548,1196.54376,1830.32085
5/21/2019,101622,108444930,3516.974,3859103.294,5236.84967,1195.22847,1822.78493
5/20/2019,77373,131860472,3877.302,3871730.022,5276.14334,1199.1602,1833.36986
5/19/2019,100204,177422385,4435.597,3902002.539,5335.70315,1215.12634,1849.85067
5/16/2019,72914,107724621,2906.82,3848789.265,5230.78775,1197.56268,1818.20518
5/15/2019,71072,92796288,2562.776,3835076.306,5196.03403,1194.21711,1812.81908
5/14/2019,72470,84831856,2513.646,3845950.821,5217.91409,1203.36768,1825.51511
5/13/2019,81070,104460187,3050.317,3864532.817,5247.82617,1210.36699,1836.39934
5/12/2019,98747,126859498,3581.621,3882692.763,5273.92575,1219.0202,1846.48403
5/9/2019,103583,127300273,3762.225,3885928.691,5275.8336,1220.30651,1851.34741
5/8/2019,90636,95277855,3317.839,3884172.246,5272.38905,1217.98504,1858.04985
5/7/2019,117827,121476640,4335.058,3893719.776,5289.99912,1222.47738,1861.8225
5/6/2019,134228,134707415,4673.454,3930012.128,5342.08258,1233.64457,1881.21489
5/5/2019,147668,156601757,5359.593,3960846.923,5394.90465,1240.60972,1901.66251
5/2/2019,125589,131810591,4752.996,3888787.353,5286.75397,1224.97382,1870.58175
4/30/2019,115654,108894495,4151.739,3839847.046,5202.85448,1205.14665,1846.67328
4/29/2019,94479,80109824,2986.108,3827012.067,5175.4669,1198.8197,1835.74788
4/28/2019,107592,91799779,3442.586,3873243.14,5238.19821,1209.24659,1855.91967
4/25/2019,103045,110200765,3829.739,3894501.364,5266.17946,1214.87475,1863.94057
4/24/2019,94294,76924162,3328.418,3892840.014,5240.36546,1211.1484,1868.13467
4/23/2019,93333,76392774,2986.293,3918589.691,5260.8563,1215.4114,1872.74089
4/21/2019,102936,84257208,3518.407,3963827.645,5323.73617,1231.21181,1892.9477
4/18/2019,105338,86045608,3521.335,3951631.873,5321.41026,1227.61524,1897.5813
4/17/2019,92653,73683814,3145.498,3918863.6,5259.4115,1217.03885,1880.50657
4/16/2019,88182,65705806,2699.138,3923085.33,5248.91907,1212.36728,1876.81448
4/15/2019,86281,59092822,2960.235,3971727.826,5309.47229,1228.79902,1901.35731
4/11/2019,87424,63821067,2841.87,3976213.767,5326.39187,1233.22246,1902.97742
4/10/2019,96467,64026094,2748.395,3928958.385,5261.60487,1217.86349,1877.92347
4/9/2019,127164,76471943,3659.199,3973293.15,5318.75057,1232.99671,1900.53643
4/8/2019,111070,80482949,4180.049,4032256.012,5372.23165,1240.61572,1924.53606
4/7/2019,91692,66093456,3305.413,4059044.74,5433.89196,1258.76127,1942.76098
4/4/2019,92712,71444995,3632.637,4072458.916,5459.91205,1269.42058,1948.46798
4/3/2019,112942,83807228,4513.665,4083445.146,5452.19871,1269.2817,1947.86952
4/2/2019,106905,90309296,4125.253,4140323.321,5522.17221,1281.1594,1977.53157
4/1/2019,105492,80998719,4239.749,4132760.782,5503.0807,1277.66444,1971.63804
3/31/2019,95077,74995671,3615.371,4119653.371,5491.90543,1275.45223,1967.21437
3/28/2019,96068,68310006,3525.065,4118565.314,5505.4975,1281.46347,1968.6838
3/27/2019,101534,64800473,3534.073,4121606.28,5502.4864,1281.73224,1968.74783
3/25/2019,98199,70655330,3857.766,4137959.189,5530.07159,1286.32999,1980.07383
3/24/2019,100740,71905016,3543.514,4127254.546,5512.07884,1281.83684,1972.25792
3/21/2019,109115,72887979,3909.902,4149073.159,5570.15307,1284.43589,1992.99615
3/20/2019,104239,78618883,4146.959,4163687.241,5600.55766,1289.71322,2005.58124
3/19/2019,112514,87152609,4378.017,4177372.978,5631.29351,1292.93041,2014.68369
3/18/2019,113370,88226188,4766.799,4179565.5,5604.9031,1283.01352,2017.90215
3/14/2019,130804,104535644,5850.051,4196592.335,5655.81976,1292.83294,2023.66386
3/13/2019,134164,140933856,7081.273,4180575.486,5653.21463,1292.19947,2005.49115
3/12/2019,126828,113128241,6219.919,4188586.314,5682.43562,1303.92644,2013.75452
3/11/2019,116039,112952012,5068.442,4147344.955,5690.82305,1308.99459,1998.87104
3/10/2019,109357,100599483,4621.43,4151453.182,5710.06541,1311.04705,2001.3312
3/7/2019,115431,112102398,4915.717,4130228.595,5688.45734,1303.03954,1990.32485
3/6/2019,127295,123724837,5688.727,4135655.381,5686.38384,1303.67972,1993.13341
3/5/2019,127976,120093396,5751.898,4137129.115,5687.48862,1304.19708,1995.90621
3/4/2019,132762,123658428,6820.193,4133946.305,5682.41493,1309.20176,1991.70441
3/3/2019,140108,146138429,6622.732,4147370.821,5723.07935,1317.9137,2002.42219
2/27/2019,142896,144450458,6892.487,4150737.595,5711.82993,1314.64139,1998.65004
2/26/2019,140164,132439230,6794.573,4163910.17,5738.64284,1319.72716,2014.40703
2/25/2019,141062,130242400,7182.465,4167854.534,5755.79403,1319.95548,2016.74437
2/24/2019,135909,119877420,5807.012,4141286.673,5714.2737,1312.57792,1996.78285
2/20/2019,142682,120491317,6844.891,4156912.599,5745.83391,1312.91349,2002.17842
2/19/2019,132988,129327421,6117.646,4145299.488,5735.92062,1307.56344,1995.0021
2/18/2019,170175,208137023,8916.732,4130299.052,5724.52113,1304.71058,1987.39181
2/17/2019,160063,194909495,7254.956,4165219.889,5775.82504,1314.77363,2004.74117
2/14/2019,188320,252500565,9323.708,4156818.888,5750.29187,1311.44974,1999.08283
2/13/2019,168024,174715969,7126.453,4159064.635,5748.31475,1311.32015,2003.32256
2/12/2019,182698,220266854,9013.904,4149699.772,5731.95396,1309.57633,1999.79893
2/11/2019,163695,162163884,7191.317,4166552.556,5733.91011,1311.62845,2003.02629
2/10/2019,180208,164652666,8127.704,4197449.905,5763.73205,1320.28431,2024.68039
2/7/2019,166126,161761324,7729.78,4211067.48,5811.92116,1323.40476,2026.09473
2/6/2019,165932,167927141,7668.484,4187068.125,5786.00819,1312.03957,2022.57681
2/5/2019,159972,171913882,7066.638,4178718.352,5800.24136,1317.07853,2021.22543
2/4/2019,185889,202913804,8890.517,4183788.679,5828.07014,1319.23386,2018.20261
2/3/2019,196246,240669433,9842.12,4156589.607,5801.33182,1311.37885,2003.84106
1/31/2019,204695,260347154,9927.379,4163603.844,5821.01017,1310.5998,2007.96442
1/30/2019,201216,273524294,10246.148,4197205.648,5884.11144,1324.04186,2031.73233
1/29/2019,189477,254505087,9458.599,4215818.251,5924.53277,1331.62129,2046.29403
1/28/2019,200506,276402927,10095.484,4206917.159,5904.22615,1329.44756,2046.77217
1/27/2019,231481,379210844,11985.726,4198128.652,5939.45495,1322.26518,2043.52266
1/24/2019,209846,335663530,10375.711,4199880.235,5950.01115,1321.614,2049.00159
1/23/2019,209088,336051627,10452.555,4185773.517,5925.24293,1321.79121,2043.03051
1/22/2019,191127,268949870,8906.634,4158713.384,5865.46428,1319.35145,2026.10556
1/21/2019,196322,246161271,8853.415,4151909.911,5859.30443,1315.79431,2021.70166
1/20/2019,213118,297353997,9689.126,4162391.564,5887.27724,1318.86333,2029.89684
1/17/2019,221601,287571237,10115.687,4121675.218,5825.57232,1309.80025,2009.48526
1/16/2019,216084,256152883,10005.255,4123521.186,5839.48297,1322.71275,2017.26591
1/15/2019,231775,290819438,11393.189,4141657.823,5863.27706,1330.62104,2029.07341
1/14/2019,237064,262277838,11463.238,4132366.275,5836.23416,1326.58413,2025.9981
1/13/2019,208927,247238201,9739.435,4137280.312,5860.21586,1329.87384,2030.43033
1/10/2019,199354,224767466,8975.753,4105319.159,5797.30468,1318.66173,2011.74457
1/9/2019,221968,278680186,10257.357,4098889.988,5798.59112,1315.98648,2011.11987
1/8/2019,220261,299381556,10100.325,4076807.437,5770.77513,1308.06125,2001.18837
1/7/2019,218682,294047424,9655.353,4015663.884,5655.18715,1289.54708,1963.89483
1/6/2019,228644,314245271,10267.676,4032061.286,5687.00761,1295.34987,1974.09719
1/3/2019,212095,269486824,9249.092,3978431.188,5590.47315,1271.36556,1941.99317
1/2/2019,175499,198372613,6964.57,3929292.469,5496.43861,1249.80705,1912.97988
1/1/2019,136917,153047450,5301.742,3912836.424,5465.25479,1245.80232,1908.19643
12/27/2018,126318,137755509,5383.42,3872952.837,5385.64133,1232.82092,1880.78467
12/26/2018,102387,112875035,3882.409,3851555.398,5349.18107,1226.75632,1867.68854
12/24/2018,96777,94498141,3574.194,3831357.607,5300.09301,1218.46146,1854.75747
12/23/2018,102291,89288131,3536.397,3819064.266,5281.77575,1213.8697,1850.75337
12/20/2018,123653,116117071,4628.551,3809577.821,5265.31641,1209.37539,1842.11239
12/19/2018,111442,96288870,3979.347,3794045.179,5242.56289,1204.88932,1836.2462
12/18/2018,98207,84353114,3340.942,3788345.348,5233.59417,1205.19945,1843.41318
12/17/2018,91380,86002224,3145.612,3780160.98,5218.01291,1201.50522,1842.15601
12/13/2018,129271,123738449,4996.979,3798226.753,5251.01606,1206.78986,1843.77768
12/12/2018,133058,110401389,4873.939,3808279.603,5265.84016,1210.44951,1842.79135
12/11/2018,131375,112939502,4834.636,3815027.127,5275.76037,1213.19072,1848.72189
12/10/2018,155100,126798296,5676.785,3820905.657,5295.69868,1219.77664,1849.69933
12/9/2018,144569,126995721,5167.905,3832643.801,5306.22937,1222.05121,1855.67719
12/6/2018,137535,150585016,5140.455,3836251.508,5332.80612,1224.19743,1862.48565
12/5/2018,160823,215842062,6795.947,3841499.438,5361.11206,1231.26293,1872.44561
12/4/2018,164286,214055779,6834.856,3840709.833,5345.42738,1234.95591,1870.37846
12/3/2018,139861,167637010,5498.62,3817868.037,5296.55091,1225.35196,1855.96399
12/2/2018,142628,175692131,5765.428,3817668.022,5290.76784,1226.31458,1855.47868
11/29/2018,154669,179691747,7355.53,3817824.443,5281.25158,1223.47144,1861.56273
11/28/2018,145317,155499005,5942.766,3836829.319,5286.72472,1222.82253,1860.60414
11/27/2018,151846,149105045,6388.535,3842644.859,5288.54914,1226.37461,1862.03614
11/26/2018,139611,135327345,6157.467,3827758.606,5279.25571,1224.22471,1857.72183
11/25/2018,133705,124784629,5694.573,3816305.106,5276.24137,1221.05772,1855.44623
11/22/2018,136362,128905415,5526.496,3830014.576,5305.95045,1227.55292,1868.96981
11/20/2018,162624,168025377,7171.537,3822936.053,5298.83557,1221.1741,1868.86331
11/19/2018,163186,176160821,8030.592,3816151.743,5257.1083,1214.50623,1853.08515
11/18/2018,125635,135708718,5565.407,3820264.919,5256.06558,1212.48755,1853.04914
11/15/2018,129799,130756905,5557.549,3813397.973,5244.62735,1208.1146,1856.11566
11/14/2018,149241,143593531,6316.108,3813869.925,5245.58718,1206.79784,1860.28334
11/13/2018,128056,120948196,5315.572,3817682.595,5258.58916,1213.15539,1866.77397
11/12/2018,140119,132009513,5184.28,3799736.277,5239.06085,1202.48369,1855.45825
11/11/2018,138681,128705018,5274.41,3819517.76,5278.9798,1215.41728,1868.3013
11/8/2018,143337,150204458,5937.021,3812226.225,5259.11276,1210.4638,1859.09718
11/7/2018,122367,128436362,4844.878,3811039,5242.21758,1207.5215,1853.72583
11/6/2018,115786,105143336,4400.306,3788031.941,5204.35961,1200.42909,1842.93613
11/5/2018,137407,143196958,5382.054,3797704.589,5224.94004,1204.72016,1848.26095
11/4/2018,141410,143395878,5393.25,3814708.858,5238.98858,1211.3882,1852.66241
11/1/2018,131116,138059117,5299.597,3831683.904,5258.47686,1216.05258,1865.35815
10/31/2018,127894,148388166,5147.14,3841978.001,5284.12752,1222.48742,1878.03972
10/30/2018,132061,148548842,5524.97,3844786.038,5299.07393,1226.44047,1876.70676
10/29/2018,119748,125985451,4428.078,3826322.995,5246.51303,1219.10591,1860.34516
10/28/2018,101648,110769135,3717.173,3813057.54,5212.23312,1210.41857,1852.83582
10/25/2018,107365,116380912,4251.061,3845687.727,5282.04106,1223.79328,1876.05985
10/24/2018,102853,98346974,3680.274,3831769.325,5276.33044,1218.36716,1872.01812
10/23/2018,104620,102805204,3794.005,3803674.16,5252.67171,1211.95893,1863.96089
10/22/2018,108312,115194939,4353.25,3801517.961,5251.95278,1209.50891,1859.32623
10/21/2018,107716,124368971,4395.962,3846078.807,5331.16861,1230.26778,1884.32412
10/18/2018,113654,126336653,4763.359,3880966.144,5381.51874,1243.54491,1896.07198
10/17/2018,110890,130743962,5114.437,3882958.596,5380.78552,1248.43757,1897.88059
10/16/2018,108130,118579480,4925.262,3888987.63,5399.8844,1254.18606,1903.17123
10/15/2018,118767,116295464,4939.397,3879469.943,5384.41199,1248.18595,1899.91765
10/14/2018,121641,154717841,5766.242,3911524.429,5446.40973,1262.52148,1922.92372
10/11/2018,133711,147519870,6449.846,3908827.615,5435.01343,1265.75049,1925.7621
10/10/2018,151165,167813178,8019.464,3912114.653,5436.15142,1274.45682,1922.39539
10/9/2018,144003,160320824,8012.177,3918240.508,5455.81068,1278.02733,1928.93738
10/8/2018,150448,182218695,8014.25,3905701.158,5440.94729,1264.07245,1909.69645
10/7/2018,159675,187007557,8448.013,3897153.133,5410.81367,1257.13408,1902.24277
10/4/2018,146432,146356290,7600.229,3895542.195,5418.27779,1250.7184,1898.35824
10/3/2018,128060,145727125,5636.702,3895257.027,5422.65948,1247.75862,1899.46168
10/2/2018,119619,124285824,4884.038,3872146.27,5380.93052,1241.29543,1892.66835
10/1/2018,120289,117294885,5505.203,3873563.399,5369.91286,1240.18831,1888.33194
9/30/2018,110685,110809289,5164.243,3876842.018,5368.95714,1239.07183,1889.70627
9/27/2018,111640,117460646,5253.387,3859274.033,5342.88955,1230.01866,1884.82996
9/26/2018,110081,127649112,5140.052,3880121.326,5390.85074,1240.25968,1897.88855
9/25/2018,106160,111250086,4879.747,3866586.002,5386.88767,1241.09945,1891.69208
9/24/2018,121460,124098565,5800.85,3848471.108,5357.54807,1233.49901,1883.46649
9/23/2018,143158,159033447,7423.913,3885883.448,5415.24511,1250.15611,1897.22267
9/20/2018,150923,174708746,8261.689,3898214.261,5467.05065,1255.50899,1901.00112
9/19/2018,159179,197812758,8247.16,3917230.997,5505.05396,1261.41658,1911.21397
9/18/2018,142247,179570712,7316.893,3907346.769,5472.60157,1262.36675,1905.09749
9/17/2018,147916,164087287,6969.511,3906292.23,5443.80743,1260.6602,1902.42286
9/16/2018,149035,173640560,8043.316,3903816.964,5464.17614,1265.22372,1911.08502
9/13/2018,178623,221399128,10648.492,3930307.255,5500.61506,1271.37271,1919.87624
9/12/2018,158605,188525127,8610.795,3948548.621,5529.81554,1275.92085,1932.01421
9/11/2018,132663,164672489,7140.867,3953201.072,5543.93541,1271.59978,1938.44787
9/10/2018,167896,224247464,9653.564,3951591.735,5540.11077,1272.16462,1941.07827
9/9/2018,162972,209440813,9009.427,3956267.516,5549.78417,1276.08638,1947.39191
9/6/2018,153382,200105517,8172.411,3963572.905,5574.24609,1278.66422,1958.53
9/5/2018,155613,182791319,8117.534,3962980.379,5562.23772,1279.97013,1955.61998
9/4/2018,132606,170379554,7169.865,3952956.022,5552.80768,1271.00585,1950.33093
9/3/2018,137319,184111428,7078.959,3967378.037,5590.42207,1274.38268,1959.66684
8/30/2018,145231,208383312,7223.701,3962261.08,5600.6401,1269.6098,1960.71616
8/29/2018,135486,184776670,6333.843,3964470.158,5603.25791,1270.08824,1967.81121
8/28/2018,132816,171318114,6117.13,3969763.786,5619.4182,1274.92609,1974.30816
8/27/2018,127461,160981282,5320.008,3944049.071,5584.97075,1272.87917,1964.88633
8/26/2018,102785,126632853,4202.412,3940353.418,5596.91489,1272.33788,1961.77829
8/20/2018,103784,154978948,4453.203,3921407.465,5571.19897,1257.63606,1948.16127
8/19/2018,132384,208444394,5605.705,3898505.253,5538.50792,1250.57359,1938.38175
8/16/2018,130276,176072863,5807.686,3874243.353,5467.74446,1246.89835,1915.27298
8/14/2018,127881,172225372,5801.943,3842102.041,5408.45737,1242.57448,1901.42201
8/13/2018,141450,181081010,6482.283,3816077.386,5378.72921,1228.13888,1884.94916
8/12/2018,160661,250888830,8183.967,3825581.458,5407.18751,1235.97996,1892.70673
8/9/2018,152461,196484596,7039.303,3845597.405,5407.00611,1245.86237,1893.33996
8/8/2018,153890,191380376,7244.427,3858416.754,5405.95554,1251.73072,1905.29445
8/7/2018,156932,196547284,7105.265,3858508.993,5381.88633,1255.73287,1901.83915
8/6/2018,166187,175132132,6393.125,3842125.858,5353.41513,1249.35961,1889.42199
8/5/2018,145995,206508776,6592.23,3847560.387,5357.02725,1252.2307,1887.15519
8/2/2018,164097,222985406,7640.113,3868262.138,5399.79375,1262.10053,1899.23839
8/1/2018,157994,210819351,7406.245,3860988.353,5348.20253,1257.08442,1894.3012
7/31/2018,155985,171892324,7324.706,3841448.672,5302.6374,1251.1844,1881.46313
7/30/2018,129621,135777222,6145.686,3813258.09,5262.91327,1240.91517,1871.73697
7/29/2018,138433,139995506,5773.447,3820609.859,5280.07093,1248.69588,1878.76326
7/26/2018,179138,216147355,8556.257,3832232.714,5305.17422,1259.78544,1890.51191
7/25/2018,191265,229562818,9544.391,3843056.505,5319.4444,1264.11286,1895.09995
7/24/2018,159743,162791727,7166.153,3853811.262,5335.38121,1266.66064,1902.94597
7/23/2018,187466,194180986,8731.166,3863741.617,5348.0663,1268.6954,1913.05825
7/22/2018,213264,223908585,10549.326,3864662.195,5339.18251,1274.57825,1908.52578
7/19/2018,190698,188938659,9122.307,3870468.723,5337.42403,1273.09182,1904.46555
7/18/2018,182742,171291506,8635.377,3867834.564,5334.18077,1269.1034,1899.97949
7/17/2018,180067,157862384,7860.552,3858732.28,5325.48201,1262.99731,1894.37681
7/16/2018,182820,183085336,8736.853,3858048.621,5339.9139,1265.34332,1897.24312
7/15/2018,199364,212488996,9553.972,3853397.257,5336.74999,1265.86215,1895.16306
